nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
JOSÉ CAETANO,José Caetano dos Santos,,,,,857,Masculino,12,17,,
MOREIRA,Antonio José Moreira,,1877-03-01,,AM,814,Masculino,12,16,,
MORAIS COSTA,José Feliciano de Moraes Costa,,,,,860,Masculino,12,12,,
NERY,Felippe Bethbezé de Oliveira Nery,1820-03-03,,,,852,Masculino,12,12,,
BARBOSA DE OLIVEIRA,João José Barbosa de Oliveira,1818-07-02,1874-11-29,,BA,815,Masculino,12,13,,
TEODORO,Theodoro Rodrigues de Moraes,,,,,826,Masculino,12,12,,
PEREIRA DE BRITO,Caetano Xavier Pereira de Brito,,,,,844,Masculino,12,13,,
FERREIRA VALE,José Joaquim Ferreira Valle,1823-06-15,1899-02-02,,,829,Masculino,12,12,,
SERÁFICO,Innocêncio Seráphico de Assis Carvalho,,1884-04-07,,,845,Masculino,12,18,,
COSTA GUIMARÃES,Antonio Moreira da Costa Guimarães,,,,,865,Masculino,12,12,,
JOÃO LEITE,João Leite Ferreira Júnior,,,,,839,Masculino,12,13,,
HORTA DE ARAÚJO,José Feliciano Horta de Araújo,1824-05-01,1908-04-30,,,824,Masculino,12,17,,
FIGUEIREDO,José Antonio de Figueiredo,1823-12-15,1876-04-18,,PE,821,Masculino,12,12,,
FLORES,Luiz da Silva Flores,,1880-07-18,,,851,Masculino,12,17,,
FERNANDES MOREIRA,José Fernandes Moreira,,,,,856,Masculino,12,12,,
GODOI,José Leandro de Godoy Vasconcellos,1834-02-27,1888-11-11,,PE,843,Masculino,12,12,,
PINHEIRO MACHADO,Antonio Gomes Pinheiro Machado,,,,,853,Masculino,12,12,,
PEDRO BRANDÃO,Pedro Antonio Falcão Brandão,,,,,818,Masculino,12,12,,
RAIOL,Domingos Antonio Raiol,1830-03-30,1912-10-29,1508209,PA,838,Masculino,12,12,,
ALMEIDA BRAGA,Gentil Homem de Almeida Braga,1835-03-25,1876-07-25,2111300,MA,827,Masculino,12,12,,
BURLAMAQUI,Polydoro Cesar Burlamaque,1836-06-15,1894-08-03,2207009,PI,848,Masculino,12,13,,
LIBERATO BARROSO,José Liberato Barroso,1830-09-21,1885-10-01,2301109,CE,1080,Masculino,12,17,,
RATISBONA,Leandro Chaves de Mello Ratisbona,1824-05-01,1900-12-22,2304202,CE,822,Masculino,12,20,,
BARÃO DO CRATO,Bernardo Duarte Brandão,1832-07-15,1880-06-19,2305407,CE,820,Masculino,12,13,,
RODRIGUES JÚNIOR,Antonio Joaquim Rodrigues Júnior,1837-03-12,1904-05-14,2312908,CE,823,Masculino,12,20,,
VISCONDE DE SOUSA CARVALHO,Antonio Alves de Souza Carvalho,1832-07-13,1885-04-03,2606200,PE,847,Masculino,12,19,,
CARVALHO DE MENDONÇA,Manoel Ignácio de Carvalho Mendonça Filho,,1881-08-16,2609600,PE,225374,Masculino,12,12,,
SOUSA BANDEIRA,Antonio Herculano de Souza Bandeira,1813-04-13,1884-11-30,2611606,PE,846,Masculino,12,12,,
FEITOSA,Antonio Vicente do Nascimento Feitosa,1816-06-10,1868-08-29,2611606,PE,842,Masculino,12,12,,
AMBRÓSIO MACHADO,Ambrósio Machado da Cunha Cavalcanti,1830-10-07,1897-04-04,2706505,AL,812,Masculino,12,13,,
JOSÉ ANGELO,José Ângelo Márcio da Silva,,1889-08-08,2707305,AL,813,Masculino,12,16,,
BITTENCOURT SAMPAIO,Francisco Leite Bittencourt Sampaio,1894-02-01,1895-10-10,2803609,SE,868,Masculino,12,13,,
FERREIRA DE MOURA,João Ferreira de Moura,1830-03-27,1912-06-15,2928604,BA,817,Masculino,12,19,,
SOUTO,Salustiano Ferreira Souto,1814-03-21,1887-09-19,2930105,BA,819,Masculino,12,17,,
VISCONDE DE PRADOS,Camilo Maria Ferreira Armond,1815-08-07,1882-08-14,3105608,MG,833,Masculino,12,17,,
AFONSO CELSO,Affonso Celso de Assis Figueiredo 1º,1837-02-21,1912-02-21,3106200,MG,832,Masculino,12,17,,
CHAGAS LOBATO,João das Chagas Lobato,,1899-05-01,3145604,MG,1548,Masculino,12,23,,
FELÍCIO DOS SANTOS,Joaquim Felício dos Santos,1828-02-01,1895-10-21,3167103,MG,835,Masculino,12,12,,
FERREIRA RABELO,José Joaquim Ferreira Rabello,1832-05-10,1910-09-10,3167103,MG,1549,Masculino,12,22,,
VASCONCELOS,José Marcelino Pereira Vasconcellos,1821-10-01,1874-11-26,3205309,ES,825,Masculino,12,12,,
MANUEL JOAQUIM,Manoel Joaquim da Silva,1818-01-06,1888-10-19,3300100,RJ,859,Masculino,12,12,,
PEDRO LUIS,Pedro Luiz Pereira de Souza,1839-12-13,1884-07-16,3300209,RJ,861,Masculino,12,17,,
MACEDO,Joaquim Manoel de Macedo,1820-06-24,1882-04-11,3301900,RJ,858,Masculino,12,17,,
ANDRADE PINTO,Eduardo de Andrade Pinto,1834-06-23,1895-01-10,3303302,RJ,854,Masculino,12,17,,
AFONSO ALVES,Joaquim José Affonso Alves,,1899-08-10,3304557,RJ,850,Masculino,12,12,,
LIMPO DE ABREU,Henrique Limpo de Abreu,1839-04-28,1881-06-30,3304557,RJ,836,Masculino,12,12,,
PAULA SOUZA,Antonio Francisco de Paula e Souza,1819-10-03,1866-11-18,3550308,SP,866,Masculino,12,12,,
SILVEIRA DE SOUZA,João Silveira de Souza,1824-02-04,1906-12-11,4205407,SC,863,Masculino,12,17,,
SILVA PEREIRA,Caetano Xavier da Silva Pereira,,1875-03-09,5103403,MT,831,Masculino,12,13,,
CORREIA DE BRITO,Floriano Corrêa de Brito,,,,,901,Masculino,13,13,,
JOÃO TEIXEIRA,João Francisco Teixeira,,,,,902,Masculino,13,13,,
VILABOIM,Manoel Pedro Alvares Moreira Villaboim,,,,,873,Masculino,13,13,,
PINHEIRO,Antônio Francisco Pinheiro,,,,,898,Masculino,13,14,,
ALMEIDA BARBOSA,Antônio Francisco de Almeida Barbosa,,1880-09-25,,,907,Masculino,13,17,,
CASSIANO,Cassiano Bernardo de Noronha Gonzaga,,,,,888,Masculino,13,13,,
ARAUJO MOREIRA,João Carlos de Araujo Moreira,,,,,887,Masculino,13,13,,
TEIXEIRA GUIMARÃES,José de Rezende Teixeira Guimarães,,,,,895,Masculino,13,13,,
BATISTA PEREIRA,João Baptista Pereira,1833-10-20,1899-07-09,,RJ,908,Masculino,13,17,,
MELO CAVALCANTI,Joaquim Francisco de Mello Cavalcanti,,,,,903,Masculino,13,13,,
ARAUJO VASCONCELOS,João Antônio de Araujo e Vasconcellos,,,,,872,Masculino,13,13,,
PEREIRA LIMA,Francisco Augusto Pereira Lima,,,,,894,Masculino,13,13,,
VERÍSSIMO DE MATOS,Antônio Veríssimo de Mattos,,,,,913,Masculino,13,13,,
PAULA PESSOA,Francisco de Paula Pessoa Junior,,1879-08-02,,,876,Masculino,13,17,,
BEZERRA DE MENEZES,Adolpho Bezerra de Menezes,1831-08-29,1900-04-11,,CE,909,Masculino,13,19,,
PEDRO LEITÃO,Pedro Leitão da Cunha,,,,,871,Masculino,13,13,,
SINVAL,Sinval Odorico de Moura,1828-09-03,1885-12-09,,MA,884,Masculino,13,18,,
CÂNDIDO TORRES,Cândido José Rodrigues Torres Filho,,1877-03-18,,,910,Masculino,13,15,,
ASSIS,Joaquim José de Assis,1830-01-17,1889-06-05,,MG,885,Masculino,13,13,,
BARÃO DA ESTÂNCIA,Antônio Dias Coelho Mello,1822-06-13,1904-04-05,,,918,Masculino,13,18,,
JANSEN PEREIRA,Izidoro Jansen Pereira,,,,,883,Masculino,13,13,,
BELFORT DUARTE,Francisco de Paula Belfort Duarte,,,,MA,880,Masculino,13,17,,
MEIRA DE VASCONCELOS,João Florentino Meira de Vasconcellos,,1892-03-10,,PB,899,Masculino,13,17,,
GAMA ABREU,José Coelho da Gama e Abreu,1832-04-12,1906-11-25,,PA,897,Masculino,13,13,,
ANTONIO CARLOS,Antonio Carlos Ribeiro de Andrada Machado e Silva,1830-10-13,1902-10-19,,SP,1128,Masculino,13,17,,
ALBUQUERQUE MELO,José Maria de Albuquerque Mello,,1895-03-04,,,906,Masculino,13,13,,
ERNESTO DA COSTA,Antônio Ernesto da Costa,,,,,890,Masculino,13,13,,
MORAIS COSTA,Joaquim José de Morais Costa,,,,,912,Masculino,13,13,,
GOMES DE CASTRO,Augusto Olympio Gomes de Castro,1836-11-07,1909-01-31,2100204,MA,882,Masculino,13,20,,
FONTENELE,Manoel Benício Fontenelle,1828-12-25,1895-07-06,2102101,MA,881,Masculino,13,13,,
LUSTOSA DA CUNHA,José Lustosa da Cunha Paranaguá,1827-07-02,1901-04-12,2207603,PI,905,Masculino,13,13,,
JOSÉ AVELINO,José Avelino Gurgel do Amaral,1843-11-10,1901-07-20,2301109,CE,3846,Masculino,13,25,,
SOUSA ANDRADE,Joaquim Bento de Souza Andrade,1835-06-19,1893-04-26,2304400,CE,877,Masculino,13,17,,
VIRIATO DE MEDEIROS,João Ernesto Viriato de Medeiros,1823-06-23,1900-06-27,2312908,CE,878,Masculino,13,17,,
ALBUQUERQUE BARROS,José Julio de Albuquerque Barros,1841-05-11,1893-08-31,2312908,CE,874,Masculino,13,13,,
LOURENÇO DE ALBUQUERQUE,Lourenço Bezerra Cavalcanti de Albuquerque,1842-10-10,1918-08-31,2600500,PE,869,Masculino,13,20,,
ADOLFO DE BARROS,Adolpho de Barros Cavalcanti de Albuquerque Lacerda,1834-01-20,1905-05-29,2611606,PE,870,Masculino,13,13,,
BUARQUE DE MACEDO,Manoel Buarque de Macedo,1837-03-01,1881-08-29,2611606,PE,900,Masculino,13,17,,
SIZENANDO NABUCO,Sizenando Barreto Nabuco de Araújo,1842-07-16,1892-03-11,2611606,PE,904,Masculino,13,13,,
LEÃO VELOSO,Pedro Leão Velloso,,1902-03-02,2916500,BA,1552,Masculino,13,17,,
FRANCISCO SODRÉ,Francisco Maria Sodré Pereira,1839-01-16,1903-05-17,2928604,BA,1550,Masculino,13,25,,
AMERICO LOBO,Americo Lobo Leite Pereira,1841-06-28,1903-10-01,3110905,MG,886,Masculino,13,13,,
FELÍCIO DOS SANTOS,Antônio Felício dos Santos,1843-01-08,1931-09-06,3121605,MG,892,Masculino,13,19,,
PINTO DE FIGUEIREDO,Carlos Pinto de Figueiredo,,1912-06-28,3146107,MG,879,Masculino,13,13,,
MELO FRANCO,Bernardo de Mello Franco,1821-05-26,1880-08-04,3147006,MG,893,Masculino,13,13,,
CESÁRIO ALVIM,José Cesário de Faria Alvim,1839-06-07,1903-12-04,3150802,MG,889,Masculino,13,20,,
VAZ PINTO,Antônio Vaz Pinto Coelho da Cunha,,,3156700,MG,896,Masculino,13,13,,
FARNESE,Flavio Farnese da Paixão,,1871-09-06,3167103,MG,891,Masculino,13,13,,
DIAS DA CRUZ,Francisco de Menezes Dias da Cruz,1826-02-10,1878-06-26,3304557,RJ,911,Masculino,13,13,,
BARÃO HOMEM DE MELO,Francisco Ignacio Marcondes Homem de Mello,1837-05-01,1918-01-04,3538006,SP,916,Masculino,13,17,,
AMERICO BRASILIENSE,Américo Brasiliense de Almeida e Mello,1833-08-08,1896-03-25,3550308,SP,915,Masculino,13,13,,
OLEGÁRIO,Olegário Herculano de Aquino e Castro,1828-03-30,1907-08-10,3550308,SP,917,Masculino,13,17,,
DIOGO DE VASCONCELOS,Diogo Luiz de Almeida Pereira de Vasconcellos,,,,,955,Masculino,14,19,,
PINTO PESSOA,Francisco Pinto Pessoa,,1875-03-28,,,967,Masculino,14,15,,
JUVÊNCIO DE AGUIAR,João Juvêncio Ferreira de Aguiar,,1901-05-01,,PE,1600,Masculino,14,25,,
MORAIS SILVA,Antônio Joaquim de Moraes e Silva,,,,,974,Masculino,14,15,,
VICENTE DE FIGUEIREDO,Vicente José de Figueiredo,,,,,963,Masculino,14,14,,
BARÃO DE JEREMOABO,Cicero Dantas Martins,1838-06-28,1903-10-27,,,925,Masculino,14,20,,
AURELIANO DE CARVALHO,Aureliano Ferreira de Carvalho,,1871-07-18,,,981,Masculino,14,14,,
PINTO MOREIRA,João Pinto Moreira,,1876-02-09,,MG,962,Masculino,14,14,,
CÂNDIDO MURTA,Cândido Freire de Figueiredo Murta,,,,,951,Masculino,14,15,,
BARÃO DE ANAJATUBA,José Maria Barreto,,1871-08-25,,,941,Masculino,14,14,,
CAPANEMA,José Xavier da Silva Capanema,,,,MG,954,Masculino,14,14,,
DUQUE-ESTRADA TEIXEIRA,Luiz Joaquim Duque-Estrada Teixeira,1836-06-06,1884-09-09,,RJ,991,Masculino,14,18,,
MONTEIRO DE CASTRO,Domiciano Matheus Monteiro de Castro,,,,,960,Masculino,14,14,,
CÂNDIDO DA ROCHA,Antônio Cândido da Rocha,1821-09-04,1882-09-26,,,952,Masculino,14,14,,
CANEDO,Antônio Augusto da Silva Canedo,,,,,953,Masculino,14,14,,
SOUSA LEÃO,Ignacio Joaquim de Souza Leão,1826-11-25,1904-05-30,,,977,Masculino,14,18,,
BERNARDO DE MENDONÇA,Bernardo Antônio de Mendonça Castello Branco,,,,AL,919,Masculino,14,16,,
DIAS DA ROCHA,Joaquim Dias da Rocha,,,,,969,Masculino,14,14,,
TEODORO DA SILVA,Theodoro Machado Freire Pereira da Silva,1832-09-25,1910-05-22,,PE,979,Masculino,14,20,,
SOUSA REIS,Joaquim de Souza Reis,,,,,978,Masculino,14,14,,
Guimarães,MANOEL PEREIRA GUIMARÃES,,,,,219413,Masculino,14,14,,
MELO MATOS,Luiz José de Carvalho Mello e Mattos,1839-01-23,1881-07-15,,RJ,940,Masculino,14,16,,
LEAL DE MENEZES,Augusto Leal de Menezes,,,,,929,Masculino,14,15,,
HORTA BARBOSA,Luiz Eugênio Horta Barbosa,,,,,956,Masculino,14,15,,
MOREIRA DA ROCHA,José Antônio Moreira da Rocha,1830-12-14,1914-10-25,,,932,Masculino,14,14,,
BORGES MONTEIRO,Isidoro Borges Monteiro,,,,,990,Masculino,14,16,,
JOSÉ CALMON,José Calmon Valle da Gama,,,,,959,Masculino,14,16,,
AFONSO DE CARVALHO,Antônio Luiz Affonso de Carvalho,1828-03-05,1892-01-25,,,922,Masculino,14,14,,
BARÃO DA VILA DA BARRA,Francisco Bonifácio de Abreu,1819-11-29,1887-07-30,,BA,924,Masculino,14,20,,
BARÃO DE PIRATININGA,Antônio Joaquim da Rosa,,1886-12-27,,,1043,Masculino,14,15,,
BENJAMIM,Benjamim Rodrigues Pereira,,,,,949,Masculino,14,14,,
FIGUEIREDO ROCHA,Antônio Ladisláu de Figueiredo Rocha,,,,,927,Masculino,14,16,,
BARÃO DE ARAÇAJI,Francisco de Caldas Lins,1828-11-10,1897-11-28,,PE,970,Masculino,14,20,,
CUNHA FIGUEIREDO JÚNIOR,José Bento da Cunha Figueiredo Júnior,1833-11-29,1885-08-03,,PE,972,Masculino,14,16,,
AZAMBUJA,Antônio Alves Guimarães Azambuja,,,,,985,Masculino,14,14,,
CAMILO FIGUEIREDO,Camilo da Cunha Figueiredo,,,,,950,Masculino,14,16,,
ENÉAS NOGUEIRA,Enéas José Nogueira,,,,,983,Masculino,14,14,,
FONTES,Custodio Cardoso Fontes,,,,,934,Masculino,14,14,,
JOAQUIM PEDRO,Joaquim Pedro de Mello,,,,,958,Masculino,14,16,,
BARROS COBRA,José Ignácio de Barros Cobra,,1891-03-01,,,948,Masculino,14,20,,
ASSIS ROCHA,Francisco de Assis Pereira Rocha,1807-01-25,1872-01-27,,,965,Masculino,14,14,,
SILVA MAIA,José da Silva Maia,1811-02-26,1893-04-24,2100204,MA,945,Masculino,14,20,,
CAMPOS DE MEDEIROS,Joaquim José de Campos da Costa de Medeiros e Albuquerque,1825-10-31,1892-04-11,2103000,MA,942,Masculino,14,15,,
DIAS CARNEIRO,Francisco Dias Carneiro,1837-11-23,1896-01-17,2108009,MA,943,Masculino,14,20,,
COELHO RODRIGUES,Antônio Coelho Rodrigues,1846-04-04,1912-04-01,2211001,PI,982,Masculino,14,20,,
HERÁCLITO GRAÇA,Heraclyto de Alencastro Pereira da Graça,1837-10-18,1914-04-16,2305407,CE,944,Masculino,14,16,,
ALENCAR ARARIPE,Tristão de Alencar Araripe,1821-10-07,1908-07-03,2305407,CE,930,Masculino,14,20,,
PINTO BRAGA,Domingos José Pinto Braga Júnior,1823-08-06,1884-01-31,2312908,CE,933,Masculino,14,14,,
DOMINGUES,Justino Domingues da Silva,1823-01-28,1907-07-08,2312908,CE,931,Masculino,14,14,,
PORTELA,Joaquim Pires Machado Portella,1827-03-12,1908-08-14,2611606,PE,976,Masculino,14,16,,
MANUEL CLEMENTINO,Manoel Clementino Carneiro da Cunha,1825-11-25,1899-02-05,2616407,PE,973,Masculino,14,15,,
MELO MORAIS,Alexandre José de Mello Morais,1816-06-23,1882-09-06,2704302,AL,920,Masculino,14,14,,
GALVÃO,Manoel do Nascimento da Fonseca Galvão,1837-12-25,1916-02-23,2802106,SE,994,Masculino,14,14,,
LEANDRO MACIEL,Leandro Ribeiro de Siqueira Maciel,1825-07-04,1909-05-13,2806107,SE,1555,Masculino,14,22,,
MENEZES PRADO,Manoel José de Menezes Prado,1844-02-06,1897-03-01,2806107,SE,1556,Masculino,14,23,,
CAMILO BARRETO,Ernesto Camillo Barreto,1826-02-19,1896-03-26,2904902,BA,946,Masculino,14,15,,
GONÇALVES DA SILVA,José Gonçalves da Silva,1838-12-22,1911-08-15,2921005,BA,928,Masculino,14,14,,
DIONÍSIO MARTINS,Dionysio Gonçalves Martins,1837-02-04,,2928604,BA,926,Masculino,14,14,,
PERDIGÃO MALHEIRO,Agostinho Marques Perdigão Malheiro 2º,1824-01-05,1881-06-03,3110905,MG,961,Masculino,14,16,,
DUARTE DE AZEVEDO,Manoel Antonio Duarte de Azevedo,1831-01-16,1912-11-09,3301900,RJ,996,Masculino,14,20,,
BELISÁRIO,Francisco Belisário Soares de Souza,1839-11-09,1889-09-24,3301900,RJ,989,Masculino,14,20,,
ANDRADE FIGUEIRA,Domingos de Andrade Figueira,1834-06-24,1910-08-14,3302007,RJ,988,Masculino,14,20,,
GOMES DA SILVA,Francisco Gomes da Silva Júnior,,,3304557,RJ,984,Masculino,14,16,,
PARANHOS,José Maria da Silva Paranhos Júnior,1845-04-20,1912-02-10,3304557,RJ,947,Masculino,14,15,,
JERONIMO PENIDO,Jeronymo Maximo Nogueira Penido,1843-07-31,1893-02-17,3304557,RJ,957,Masculino,14,16,,
LEONEL DE ALENCAR,Leonel Martiniano Alencar,1832-12-05,1921-03-26,3304557,RJ,921,Masculino,14,14,,
CARDOSO DE MENESES,João Cardoso de Menezes e Souza,1827-04-25,1915-02-03,3548500,SP,939,Masculino,14,16,,
ANTÔNIO PRADO,Antônio da Silva Prado,1840-02-25,1929-04-23,3550308,SP,995,Masculino,14,22,,
FLORIANO GODÓI,Joaquim Floriano de Godóy,1826-01-04,1907-11-20,3550308,SP,997,Masculino,14,14,,
PAULA TOLEDO,Francisco de Paula Toledo,1832-07-18,1890-04-26,3554102,SP,998,Masculino,14,14,,
CORREIA,Manoel Francisco Correia,1831-11-01,1905-07-11,4118204,PR,968,Masculino,14,16,,
FERREIRA VIANA,Antônio Ferreira Viana,1834-05-11,1903-11-10,4314407,RS,992,Masculino,14,20,,
SIMÕES LOPES,Ildefonso Simões Lopes,1829-03-02,1885-03-14,4314407,RS,4498,Masculino,14,14,,
JOAQUIM DE MENDONÇA,Joaquim Jacintho de Mendonça,1828-05-20,1891-01-31,4314407,RS,987,Masculino,14,14,,
BITTENCOURT,José Bernardino da Cunha Bittencourt,1827-01-03,1901-11-25,4314902,RS,986,Masculino,14,16,,
BARÃO DE PENALVA,Antonio Augusto de Barros e Vasconcellos,1831-12-13,1910-06-13,,PA,1012,Masculino,15,16,,
EVANGELISTA DE ARAÚJO,Francisco Evangelista de Araújo,,,,,1019,Masculino,15,15,,
AGESILAU,Agesiláo Pereira da Silva,,,,,1029,Masculino,15,15,,
MARTINHO DE FREITAS,Martinho de Freitas Vieira de Mello,1844-04-01,1897-04-23,,SE,1046,Masculino,15,15,,
BALBINO DA CUNHA,Balbino Candido da Cunha,1833-04-15,1905-12-05,,MG,1014,Masculino,15,15,,
ROCHA LEÃO,Antonio da Rocha Fernandes Leão,,1909-06-15,,,1023,Masculino,15,15,,
FERNANDO DE CARVALHO,Fernando Alves de Carvalho,,,,,1013,Masculino,15,15,,
MIRANDA OSÓRIO,Manoel Pinheiro de Miranda Osorio,,,,,1030,Masculino,15,15,,
CAMINHA,Antonio Ferreira dos Santos Caminha,,,,,1007,Masculino,15,15,,
PEREIRA DOS SANTOS,José Pereira dos Santos,,,,,1022,Masculino,15,15,,
ESCRAGNOLLE TAUNAY,ALFREDO MARIA ADRIANO D' ESCRAGNOLLE TAUNAY,1843-02-22,1889-01-25,,RJ,1011,Masculino,15,20,,
AZEVEDO MONTEIRO,Francisco de Azevedo Monteiro,,,,,1003,Masculino,15,16,,
HELEODORO JOSE DA SILVA,Heleodoro José da Silva,,,,,1010,Masculino,15,16,,
SILVEIRA MARTINS,Gaspar Silveira Martins,1835-08-05,1901-07-23,,,1036,Masculino,15,17,,
GUSMÃO LOBO,Francisco Leopoldino de Gusmão Lobo,1838-06-07,,,PE,1027,Masculino,15,16,,
CUNHA FERREIRA,Bernardino da Cunha Ferreira,,,,,1018,Masculino,15,15,,
ELIAS DE ALBUQUERQUE,Elias Frederico de Almeida e Albuquerque,,1888-07-14,,,1025,Masculino,15,20,,
XAVIER DE BRITO,Frederico Augusto Xavier de Brito,,,,,1041,Masculino,15,15,,
CAMPOS CARVALHO,João Ribeiro de Campos Carvalho,1848-09-09,1876-12-01,,MG,1015,Masculino,15,15,,
JOÃO MANUEL,João Manoel de Carvalho,,,,,1032,Masculino,15,20,,
GOMES DO AMARAL,Antonio Joaquim Gomes do Amaral,,,,,1024,Masculino,15,16,,
COELHO DE ALMEIDA,Thomaz José Coelho de Almeida,1838-11-28,1895-09-20,,RJ,1038,Masculino,15,20,,
CARLOS PEIXOTO,Carlos Peixoto de Mello,,,,,1016,Masculino,15,20,,
COSTA PEREIRA,José Fernandes da Costa Pereira Junior,1833-01-20,1889-12-10,,RJ,1009,Masculino,15,20,,
HOLANDA CAVALCANTI,Manoel Arthur de Hollanda Cavalcanti,1840-08-10,1914-03-03,,,1028,Masculino,15,16,,
ARAÚJO GÓIS JÚNIOR,Innocêncio Marques de Araújo Góis Júnior,,,,,1002,Masculino,15,20,,
OLIVEIRA BORGES,Francisco de Paula Oliveira Borges,,1919-07-13,,,1045,Masculino,15,15,,
MORAIS REGO,Thomaz de Moraes Rego,,,,,1031,Masculino,15,15,,
PAULINO NOGUEIRA,Paulino Nogueira Borges da Fonseca,1841-02-27,1908-06-15,2304400,CE,1008,Masculino,15,16,,
TARQUÍNIO DE SOUZA,Tarquinio Braulio de Souza Amarantho,1829-07-20,1894-08-29,2408201,RN,1033,Masculino,15,20,,
OLÍMPIO GALVÃO,Olympio Euzebio Arroxellas Galvão,1842-01-28,1882-03-04,2704302,AL,1000,Masculino,15,15,,
BARÃO DE MACEIÓ,Antonio Teixeira da Rocha,1824-04-14,1886-07-29,2704302,AL,1001,Masculino,15,16,,
FREITAS HENRIQUES,João Antonio de Araujo Freitas Henriques,1822-08-26,1903-01-01,2927408,BA,1005,Masculino,15,16,,
REBELO,Henrique Jorge Rebello,,1879-09-12,2927408,BA,1006,Masculino,15,15,,
EUNÁPIO DEIRÓ,Pedro Eunapio da Silva Deiró,1829-01-18,,2928604,BA,1004,Masculino,15,15,,
JOAQUIM BENTO,Joaquim Bento de Oliveira Júnior,1846-12-10,1878-03-06,3117504,MG,1021,Masculino,15,15,,
CARNEIRO LEÃO,HONÓRIO HERMETO CARNEIRO LEÃO FILHO,1832-06-13,1873-03-02,3146107,MG,1017,Masculino,15,15,,
INÁCIO MARTINS,Ignacio Antonio de Assis Martins,1839-11-16,1903-03-02,3156700,MG,1020,Masculino,15,18,,
CARDOSO JÚNIOR,Francisco José Cardoso Júnior,1826-01-15,1917-09-21,3302007,RJ,1037,Masculino,15,15,,
PINHEIRO GUIMARÃES,Francisco Pinheiro Guimarães,1832-12-24,1877-10-05,3304557,RJ,1040,Masculino,15,15,,
COTRIM,Thomaz Pedro de Bittencourt Cotrim,1826-07-06,1879-07-05,3304557,RJ,1042,Masculino,15,16,,
CUNHA LEITÃO,Antonio Candido da Cunha Leitão,1845-10-23,1888-05-10,3304557,RJ,1039,Masculino,15,20,,
LOPES CHAVES,Joaquim Lopes Chaves,1833-01-15,1909-08-04,3524402,SP,1558,Masculino,15,22,,
DELFINO CINTRA,Delphino Pinheiro de Ulhôa Cintra,1838-08-20,,3530805,SP,1044,Masculino,15,20,,
EUFRÁSIO CORREIA,Manoel Eufrasio Correia,1839-08-16,1888-02-04,4118204,PR,1026,Masculino,15,20,,
FLORÊNCIO DE ABREU,Florencio Carlos de Abreu e Silva,1839-10-20,1881-12-12,4314902,RS,1035,Masculino,15,17,,
ALVES MACHADO,Bernardino Alves Machado,,,,,1064,Masculino,16,16,,
LUCAS MATEUS,Lucas Matheus Monteiro de Castro,,,,,1057,Masculino,16,16,,
CARVALHO RESENDE,Francisco Ignácio Carvalho Rezende,,1883-05-04,,MG,1055,Masculino,16,18,,
BARÃO DE SÃO DOMINGOS,Domingos Monteiro Peixoto,,,,,1048,Masculino,16,16,,
SOUZA FRANÇA,Manoel Ernesto de Souza França,1831-06-30,1879-12-24,,BA,1050,Masculino,16,16,,
FRANCO DE SÁ,Felippe Franco de Sá,1838-10-11,,,,1052,Masculino,16,18,,
MARCOLINO MOURA,Marcolino de Moura e Albuquerque,1838-11-21,1908-01-08,,BA,1560,Masculino,16,26,,
FERNANDO MAGALHÃES,Fernando Teixeira de Souza Magalhães,,,,MG,1056,Masculino,16,16,,
COELHO E CAMPOS,José Luiz Coelho e Campos,1841-02-04,1919-10-13,,SE,1066,Masculino,16,20,,
PIRES FERREIRA,Fernando Pires Ferreira,1843-04-26,1907-10-27,,PI,1061,Masculino,16,16,,
CANTÃO,José Ferreira Cantão,1827-08-22,1892-05-15,1501402,PA,3768,Masculino,16,22,,
BARÃO DE AQUIRAZ,Gonçalo Batista Vieira,1819-05-17,1896-03-10,2307403,CE,1051,Masculino,16,16,,
CRUZ GOUVEIA,José Evaristo da Cruz Gouveia,,,2501104,PB,18,Masculino,16,19,,
PEDRO AFONSO,Pedro Affonso Ferreira,1836-08-05,1897-09-02,2602902,PE,1059,Masculino,16,16,,
CORREIA DE ARAÚJO,Joaquim Corrêa de Araújo,1845-05-04,1926-04-08,2611606,PE,1058,Masculino,16,16,,
FRANKLIN DÓRIA,Franklin Américo de Menezes Dória,1836-07-12,1906-10-28,2916104,BA,1060,Masculino,16,19,,
NOBRE,Carlos José de Souza Nobre,1839-08-02,1882-08-23,2927408,BA,1054,Masculino,16,16,,
ANTUNES,Euzebio José Antunes,1830-08-14,1886-09-21,2927408,BA,1053,Masculino,16,16,,
ROCHA,Francisco José da Rocha,1832-02-10,1897-03-16,2927408,BA,1049,Masculino,16,16,,
FRANCISCO VEIGA,Francisco Luiz da Veiga,1843-06-10,1915-06-30,3110905,MG,1561,Masculino,16,29,,
TEÓFILO OTONI,Theophilo Carlos Benedicto Ottoni,1842-09-06,1883-02-01,3304557,RJ,1098,Masculino,16,17,,
ESTEVÃO REZENDE,Estevão Ribeiro de Souza Resende,1840-08-19,1909-08-11,3304557,RJ,1065,Masculino,16,16,,
ALMEIDA NOGUEIRA,José Luiz de Almeida Nogueira,1851-02-04,1914-07-17,3504909,SP,1563,Masculino,16,23,,
